mapID,value,label,graph
sR252,在显著位置张贴告示，提醒客户办理业务时要佩戴口罩。,Prevention_String,character
R3030602,银行预防措施2,银行预防措施,character
sR253,确保空气流通,Prevention_String,character
sR254,优先采用开窗通风换气；全空气空调通风系统使用时要关闭回风，并定期对空调通风系统管路进行清洁消毒。,Prevention_String,character
R3030603,银行预防措施3,银行预防措施,character
sR255,公共用品消毒,Prevention_String,character
sR256,对取号机、柜台柜面、密码器、签字笔、点钞机、ATM机、公共座椅等公用物品设施进行物体表面擦拭消毒，每日2次。,Prevention_String,character
R3030604,银行预防措施4,银行预防措施,character
sR257,确保工作人员安全,Prevention_String,character
sR258,营业网点员工必须配戴口罩和手套上岗，大堂经理与客户保持安全距离，尽量避免与客户直接接触。,Prevention_String,character
R3030605,银行预防措施5,银行预防措施,character
sR259,监测员工监体温情况,Prevention_String,character
sR260,对上班员工每日上下班进行体温监测，出现发热、咳嗽、呼吸困难等症状的人员，须自行隔离并按照有关规定报告。,Prevention_String,character
R3030606,银行预防措施6,银行预防措施,character
sR261,柜台配备免洗消毒液,Prevention_String,character
sR262,在服务柜台提供免洗手消毒剂，提醒顾客办理业务开始和结束时洗手。,Prevention_String,character
R3030607,银行预防措施7,银行预防措施,character
sR263,管控入口,Prevention_String,character
sR264,使用非接触式体温测量仪对顾客进行体温测量，体温异常时禁止进入大厅，并推荐在ATM机办理业务。,Prevention_String,character
R3030608,银行预防措施8,银行预防措施,character
sR265,减少聚集,Prevention_String,character
sR266,大厅内减少人群聚集，顾客尽量分散，等候办理业务时不要聚集聊天。,Prevention_String,character
R3030609,银行预防措施9,银行预防措施,character
sR267,减少顾客停留时间,Prevention_String,character
sR268,顾客在营业网点大厅办理业务时尽量减少等候时间，推荐顾客优先考虑网络或在ATM机上办理日常业务。,Prevention_String,character
R3030610,银行预防措施10,银行预防措施,character
sR269,控制人流量,Prevention_String,character
sR270,适当控制大厅内办理业务的等候人群数量；大厅内等候人群较多时，宜限制后续顾客进入网点大厅。,Prevention_String,character
R3030701,商场预防措施1,商场预防措施,character
sR271,加强空气流通,Prevention_String,character
sR272,在保证商场温度达标前提下，加强室内空气流通，首选自然通风。,Prevention_String,character
R3030702,商场预防措施2,商场预防措施,character
sR273,保证集中空调系统供风安全,Prevention_String,character
sR274,保证集中空调系统供风安全，保证充足的新风输入。一旦场所内发现疑似患者，应暂时关闭集中空调系统。,Prevention_String,character
R3030703,商场预防措施3,商场预防措施,character
sR275,垃圾分类,Prevention_String,character
sR276,加强垃圾的分类管理，并及时清运。对垃圾桶等垃圾盛装容器进行预防消毒。,Prevention_String,character
R3030704,商场预防措施4,商场预防措施,character
sR277,保持环境卫生,Prevention_String,character
sR278,保持环境整洁卫生，每天定时对公用设备或物体表面（如收银台、柜台、休息区等）进行擦拭消毒，并做好记录。,Prevention_String,character
R3030705,商场预防措施5,商场预防措施,character
sR279,确保从业人员安全,Prevention_String,character
sR280,从业人员工作过程中佩戴口罩，有条件的可以佩戴护目镜，工作服定期洗涤、消毒；与他人交流时保持安全距离。,Prevention_String,character
R3030706,商场预防措施6,商场预防措施,character
sR281,管控入口,Prevention_String,character
sR282,经营场所应在场所门口设置顾客体温测量点，体温正常方可进入。顾客进入商场应佩戴口罩，人与人之间保持安全距离。,Prevention_String,character
R3030707,商场预防措施7,商场预防措施,character
sR283,注意手卫生,Prevention_String,character
sR284,加强手卫生，流水条件下按照六步法洗手，不具备流水洗手条件的，应配备手消毒剂。,Prevention_String,character
R3030708,商场预防措施8,商场预防措施,character
sR285,关闭非必要公共场所,Prevention_String,character
sR286,母婴室、儿童游乐场所、室内娱乐场所暂停服务。,Prevention_String,character
R3030709,商场预防措施9,商场预防措施,character
sR287,控制人流量,Prevention_String,character
sR288,控制顾客数量，降低人群密度。,Prevention_String,character
R3030710,商场预防措施10,商场预防措施,character
sR289,建立隔离区,Prevention_String,character
sR290,可在场所内设立应急区域，当出现疑似症状人员时应对其进行暂时隔离，并按照有关规定上报。,Prevention_String,character
R3030801,写字楼预防措施1,写字楼预防措施,character
sR291,确保工作人员健康,Prevention_String,character
sR292,工作人员应体温正常，无发热咳嗽等症状，并佩戴口罩。,Prevention_String,character
R3030802,写字楼预防措施2,写字楼预防措施,character
sR293,入口管控,Prevention_String,character
sR294,加装体温检测设备，对进入写字楼的人员进行体温检查，体温正常者方可进入。,Prevention_String,character
R3030803,写字楼预防措施3,写字楼预防措施,character
sR295,注意通风,Prevention_String,character
sR296,人员较多的办公室可适当增加开窗通风时间，但要注意保暖，防止人员感冒。,Prevention_String,character
R3030804,写字楼预防措施4,写字楼预防措施,character
sR297,办公室注意换气,Prevention_String,character
sR298,工作期间办公室的门尽量保持一定开度，增加通风换气量。,Prevention_String,character
R3030805,写字楼预防措施5,写字楼预防措施,character
sR299,办公期间佩戴口罩,Prevention_String,character
sR300,在办公室工作时，所有人员需要佩戴口罩。,Prevention_String,character
R3030806,写字楼预防措施6,写字楼预防措施,character
sR301,交谈保持距离,Prevention_String,character
sR302,办公室内的工作人员谈话交流要佩戴口罩并保持至少 1 米的安全距离。,Prevention_String,character
R3030807,写字楼预防措施7,写字楼预防措施,character
sR303,使用公共用品后要洗手,Prevention_String,character
sR304,办公室内的打印机、传真机、饮水机等公共用品使用前后要洗手。,Prevention_String,character
R3030808,写字楼预防措施8,写字楼预防措施,character
sR305,公用电话使用方法,Prevention_String,character
sR306,公用电话接听时要佩戴口罩，接听电话前后需要对听筒擦拭消毒。,Prevention_String,character
R3030809,写字楼预防措施9,写字楼预防措施,character
sR307,传递物品注意事项,Prevention_String,character
sR308,传递文件或物品的前后都要洗手，传递时都要佩戴口罩。对于负责收发文件或其他用品频繁的工作人员，应佩戴口罩和手套。,Prevention_String,character
R3030901,企业预防措施1,企业预防措施,character
sR309,建立晨检制度,Prevention_String,character
sR310,建立健康申报和职工晨检等制度，由专人负责对每位职工进行体温测量。,Prevention_String,character
R3030902,企业预防措施2,企业预防措施,character
sR311,确保职工戴口罩,Prevention_String,character
sR312,应为职工配备口罩，指导职工正确佩戴口罩、做好口罩的定期更换和使用后口罩的正确处理。,Prevention_String,character
R3030903,企业预防措施3,企业预防措施,character
sR313,宣传注意个人卫生,Prevention_String,character
sR314,加强个人洗手等健康行为的宣传，打喷嚏和咳嗽时应用纸巾或手肘部位遮蔽口鼻。,Prevention_String,character
R3030904,企业预防措施4,企业预防措施,character
sR315,加强公用场所消毒,Prevention_String,character
sR316,加强接待室、办公室、电梯、桌椅等人员密集和接触频繁场所的定期消毒。,Prevention_String,character
R3030905,企业预防措施5,企业预防措施,character
sR317,加强通风,Prevention_String,character
sR318,加强职工工作和生活场所自然通风和机械通风，保持空气流通。减少使用空调，定期开窗通风、清洗空调。,Prevention_String,character
R3030906,企业预防措施6,企业预防措施,character
sR319,减少聚集,Prevention_String,character
sR320,减少人员聚集性活动和集体性室内活动，如会议和培训等。,Prevention_String,character
R3030907,企业预防措施7,企业预防措施,character
sR321,注意饮食安全,Prevention_String,character
sR322,应注意食物安全与卫生，并加强对餐具消毒及管理。,Prevention_String,character
R3030908,企业预防措施8,企业预防措施,character
sR323,做好外来人员防护措施,Prevention_String,character
sR324,做好外来人员信息登记、手部清洁、体温测量和口罩发放等工作。,Prevention_String,character
R3030909,企业预防措施9,企业预防措施,character
sR325,建立隔离区,Prevention_String,character
sR326,设立应急区域，对出现疑似症状者，向当地的卫生健康部门报告，并按规定送定点医疗机构诊治。,Prevention_String,character
R3031001,机关事业单位预防措施1,机关事业单位预防措施,character
sR327,建立体温检测制度,Prevention_String,character
sR328,建立健康申报和进入单位体温检测制度，对出现发热、咳嗽等症状的工作人员和其他人员，禁止进入单位。,Prevention_String,character
R3031002,机关事业单位预防措施2,机关事业单位预防措施,character
sR329,确保工作人员戴口罩,Prevention_String,character
sR330,为工作人员配备口罩，未佩戴口罩的工作人员禁止乘坐班车或进入单位。,Prevention_String,character
R3031003,机关事业单位预防措施3,机关事业单位预防措施,character
sR331,公共场所配备洗手液并及时消毒,Prevention_String,character
sR332,在办公室、食堂和卫生间等场所应设置洗手设施和消毒用品，如无洗手设备，应配备有效的含醇速干手消毒剂。,Prevention_String,character
R3031004,机关事业单位预防措施4,机关事业单位预防措施,character
sR333,注意个人卫生,Prevention_String,character
sR334,工作人员应加强个人卫生，打喷嚏和咳嗽时应用纸巾或手肘部位遮蔽口鼻，将打喷嚏和咳嗽时使用过的纸巾放入有盖的垃圾桶内，打喷嚏和咳嗽后应用肥皂或洗手液彻底清洗双手。,Prevention_String,character
R3031005,机关事业单位预防措施5,机关事业单位预防措施,character
sR335,讲卫生、讲文明,Prevention_String,character
sR336,讲卫生、除陋习，摒弃乱扔乱吐等不文明行为。,Prevention_String,character
R3031006,机关事业单位预防措施6,机关事业单位预防措施,character
sR337,保持重点场所卫生环境,Prevention_String,character
sR338,对食堂、宿舍、卫生间等重点场所进行环境卫生清理和药物消杀。,Prevention_String,character
R3031007,机关事业单位预防措施7,机关事业单位预防措施,character
sR339,加强通风,Prevention_String,character
sR340,加强工作场所自然通风和机械通风，保持空气流通。尽可能不使用空调，定期开窗通风。,Prevention_String,character
R3031008,机关事业单位预防措施8,机关事业单位预防措施,character
sR341,减少聚集,Prevention_String,character
sR342,减少集体性聚集活动如运动会、联欢会和培训会等。,Prevention_String,character
R3031009,机关事业单位预防措施9,机关事业单位预防措施,character
sR343,加强餐具消毒和就餐管理,Prevention_String,character
sR344,加强对餐具消毒及管理，鼓励分餐领回办公场地用餐或分时段用餐。,Prevention_String,character
R3031010,机关事业单位预防措施10,机关事业单位预防措施,character
sR345,加强外来人员管理,Prevention_String,character
sR346,加强对来单位办事人员的健康管理，做好外来人员信息登记、手部清洁、体温检测等。,Prevention_String,character
R303110101,养老院预防措施1,养老院预防措施,character
sR347,实行封闭式管理,Prevention_String,character
sR348,实行封闭式管理，原则上不接待外来人员走访慰问，老人不能离院外出，不接受新入住老人，必须外出的老人回到养老院后应密切观察。,Prevention_String,character
R303110102,养老院预防措施2,养老院预防措施,character
sR349,建立老人健康档案,Prevention_String,character
sR350,建立老人和工作人员的健康档案，每日开展晨检和健康登记。老人和工作人员出现发烧、咳嗽等可疑症状时应立即上报，并及时就医。,Prevention_String,character
R303110103,养老院预防措施3,养老院预防措施,character
sR351,建立探访登记制度,Prevention_String,character
sR352,建立探访登记制度，如探访人员有新冠肺炎可疑症状，应拒绝其探访。所有外来探访人员应佩戴口罩。,Prevention_String,character
R303110104,养老院预防措施4,养老院预防措施,character
sR353,加强通风,Prevention_String,character
sR354,勤开窗多通风，每次30分钟，每天2～3次；定期对空调通风系统进行清洗消毒。冬季开窗通风时，应注意避免因室内外温差过大而引起感冒。,Prevention_String,character
R303110105,养老院预防措施5,养老院预防措施,character
sR355,宣传手卫生,Prevention_String,character
sR356,做好手卫生宣传，倡导老人养成经常洗手的好习惯。洗手间应配备足够的洗手液、抹手纸或干手机，保证水龙头等供水设施正常工作。,Prevention_String,character
R303110106,养老院预防措施6,养老院预防措施,character
sR357,保持环境整洁,Prevention_String,character
sR358,保持环境清洁，经常晾晒老人的被褥衣服。活动室、卧室中常接触的物体表面每天用清水擦拭1次，每周擦拭消毒1～2次；卧室的地面、窗台、床头柜、床围栏等，每天用清水擦拭1次。,Prevention_String,character
R303110107,养老院预防措施7,养老院预防措施,character
sR359,保持老人健康心情和生活习惯,Prevention_String,character
sR360,培养老人乐观、开朗的心态，缓解老人孤独、恐惧的情绪，引导老人健康生活习惯。,Prevention_String,character
R303110201,学校预防措施1,学校预防措施,character
sR361,做好登记和隔离,Prevention_String,character
sR362,做好对疫情发生地返校师生及疑似感染师生的登记和隔离。,Prevention_String,character
R303110202,学校预防措施2,学校预防措施,character
sR363,加强心理疏导,Prevention_String,character
sR364,加强师生心理健康援助和疏导。,Prevention_String,character
R303110203,学校预防措施3,学校预防措施,character
sR365,重点区域加强消毒,Prevention_String,character
sR366,对教室、图书馆、食堂、宿舍等重点区域加强消毒。,Prevention_String,character
R303110204,学校预防措施4,学校预防措施,character
sR367,常用物品定期消毒,Prevention_String,character
R303110205,学校预防措施5,学校预防措施,character
sR368,加强食堂管理,Prevention_String,character
sR369,增加食堂开放时间，倡议师生错峰用餐和注意餐具消毒。,Prevention_String,character
R303110206,学校预防措施6,学校预防措施,character
sR370,加强通风,Prevention_String,character
sR371,加强教室、图书馆、宿舍等重点区域和场所通风换气。,Prevention_String,character
R303110207,学校预防措施7,学校预防措施,character
sR372,加强垃圾处理,Prevention_String,character
sR373,校园垃圾日产日清，对垃圾点每日进行消毒。,Prevention_String,character
R303110208,学校预防措施8,学校预防措施,character
sR374,改变空调通风系统运行方式,Prevention_String,character
sR375,空调通风系统应采用全新风或风机盘管加新风的方式运行。,Prevention_String,character
R303110209,学校预防措施9,学校预防措施,character
sR376,减少聚集,Prevention_String,character
sR377,避免举办英语角、社团表演等群体性、聚集性活动。,Prevention_String,character
R303110210,学校预防措施10,学校预防措施,character
sR378,做好人员登记,Prevention_String,character
sR379,做好校园出入人员登记检查，实行晨检和每日报告制度。,Prevention_String,character
R3070101,私家车预防措施1,私家车预防措施,character
sR380,注意通风换气,Prevention_String,character
sR381,私家车运行时做好通风换气，冬天开窗通风时，需注意车内外温差大而引起感冒。,Prevention_String,character
R3070102,私家车预防措施2,私家车预防措施,character
sR382,上车前消毒,Prevention_String,character
sR383,司乘人员进入公共场所返回车辆后，建议先用手消毒剂进行消毒。,Prevention_String,character
R3070103,私家车预防措施3,私家车预防措施,character
sR384,可疑症状者搭乘车后措施,Prevention_String,character
sR385,可疑症状者搭乘私家车后，及时开窗通风，并对接触物品表面（如：车门把手、方向盘和座椅等）进行消毒。,Prevention_String,character
R3070104,私家车预防措施4,私家车预防措施,character
sR386,患者搭乘后措施,Prevention_String,character
sR387,患者搭乘后，应及时做好私家车物体表面（座椅、方向盘，车窗、车把手等）和空调系统的终末消毒。其他同乘者应接受14天医学隔离观察。,Prevention_String,character
R3070201,道路客运预防措施1,道路客运预防措施,character
sR388,分散就坐,Prevention_String,character
sR389,合理组织运力，通过售票控制乘客数量，尽可能安排乘客隔位、分散就坐。,Prevention_String,character
R3070202,道路客运预防措施2,道路客运预防措施,character
sR390,进站前测量体温,Prevention_String,character
sR391,在汽车客运站增加体温测量设备，对进出站乘客进行体温检测，具备条件的汽车客运站设置应急区域，高于37.3℃的乘客应在应急区域进行暂时隔离，再按照其他相关规范要求进行处理。,Prevention_String,character
R3070203,道路客运预防措施3,道路客运预防措施,character
sR392,增加消毒,Prevention_String,character
sR393,增加车站公用设施和公共区域的消毒频次，卫生间和洗手池配备消毒液。,Prevention_String,character
R3070204,道路客运预防措施4,道路客运预防措施,character
sR394,列车载客前消毒,Prevention_String,character
sR395,车辆每次出行载客前应对车厢进行清洁消毒。座椅套等纺织物应保持清洁，并定期洗涤、消毒处理。,Prevention_String,character
R3070205,道路客运预防措施5,道路客运预防措施,character
sR396,勤通风,Prevention_String,character
sR397,在自然气温、行驶速度等条件允许的情况下，尽量关闭车内空调，开窗通风。若使用空调系统，应增加清洗消毒频次。适当提高进入服务区停车休息的频次，对客车进行通风换气。,Prevention_String,character
R3070206,道路客运预防措施6,道路客运预防措施,character
sR398,佩戴口罩注意遮挡,Prevention_String,character
sR399,乘客、乘务员和驾驶员佩戴口罩，乘客保持安静、减少交流，打喷嚏时用纸巾遮住口鼻，或采用肘臂遮挡等。,Prevention_String,character
R3070207,道路客运预防措施7,道路客运预防措施,character
sR400,车辆配备温度计和临时隔离区,Prevention_String,character
sR401,三类以上客运班线客车和客运包车宜配备手持体温检测仪，将车厢后两排设置为应急区域，使用简易窗帘（盖布）遮挡，临时隔离出现发热、干呕等症状乘客。,Prevention_String,character
R3070208,道路客运预防措施8,道路客运预防措施,character
sR402,车辆配备消毒剂,Prevention_String,character
sR403,三类以上客运班线客车和客运包车宜配备消毒剂；乘客呕吐时，采用消毒剂对呕吐物进行覆盖消毒，清除呕吐物再使用消毒剂进行物体表面消毒处理。,Prevention_String,character
R3070209,道路客运预防措施9,道路客运预防措施,character
sR404,增加卫生知识宣传,Prevention_String,character
sR405,在汽车客运站和客运车辆上通过广播、视频、海报等开展卫生防护知识宣传。,Prevention_String,character
R3070301,铁路客运预防措施1,铁路客运预防措施,character
sR406,分散就坐,Prevention_String,character
sR407,通过售票控制乘客数量，尽可能安排乘客隔位、分散就坐。,Prevention_String,character
R3070302,铁路客运预防措施2,铁路客运预防措施,character
sR408,进站前测量体温,Prevention_String,character
sR409,在火车站增加体温测量设备，对进出站乘客进行体温检测，高于37.3℃的乘客应在应急区域进行暂时隔离，再按照其他相关规范要求进行处理。,Prevention_String,character
R3070303,铁路客运预防措施3,铁路客运预防措施,character
sR410,公共设施增加消毒频率,Prevention_String,character
sR411,增加候车室和旅客列车卫生间等公用设施清洗消毒频次，有条件时配备速干手消毒剂、感应式手消毒设施。,Prevention_String,character
R3070304,铁路客运预防措施4,铁路客运预防措施,character
sR412,载客前消毒,Prevention_String,character
sR413,旅客列车载客前应对车厢进行清洁消毒。座椅套等纺织物应保持清洁，并定期洗涤、消毒处理。,Prevention_String,character
R3070305,铁路客运预防措施5,铁路客运预防措施,character
sR414,保证空调系统正常,Prevention_String,character
sR415,保障候车室和旅客列车车厢空调系统正常，以最大新风量运行。,Prevention_String,character
R3070306,铁路客运预防措施6,铁路客运预防措施,character
sR416,佩戴口罩注意遮挡,Prevention_String,character
sR417,乘客、乘务员佩戴口罩，乘客保持安静、减少交流，打喷嚏时用纸巾遮住口鼻，或采用肘臂遮挡等。,Prevention_String,character
R3070307,铁路客运预防措施7,铁路客运预防措施,character
sR418,乘车时测量体温,Prevention_String,character
sR419,旅客列车宜配备手持体温检测仪、在适当位置设立应急区域，临时隔离出现发热、干呕等症状乘客,Prevention_String,character
R3070308,铁路客运预防措施8,铁路客运预防措施,character
sR420,列车配备消毒剂,Prevention_String,character
sR421,旅客列车宜配备消毒剂；乘客呕吐时，采用消毒剂对呕吐物进行覆盖消毒，清除呕吐物并使用消毒剂进行物体表面消毒处理。,Prevention_String,character
R3070309,铁路客运预防措施9,铁路客运预防措施,character
sR422,增加卫生防护宣传,Prevention_String,character
sR423,在车站电子屏、旅客列车车厢滚动电子屏和广播等开展卫生防护知识宣传。,Prevention_String,character
R3070401,水路客运预防措施1,水路客运预防措施,character
sR424,分散就坐,Prevention_String,character
sR425,合理组织运力，通过售票控制乘客数量，尽可能安排乘客隔位、分散就坐。,Prevention_String,character
R3070402,水路客运预防措施2,水路客运预防措施,character
sR426,进出站测量体温,Prevention_String,character
sR427,.在客运码头增加体温测量设备，对进出站乘客进行体温检测，具备条件的客运码头设置应急区域，高于37.3℃的乘客应在应急区域进行暂时隔离，再按照其他相关规范要求进行处理。,Prevention_String,character
R3070403,水路客运预防措施3,水路客运预防措施,character
sR428,注意通风消毒,Prevention_String,character
sR429,客运码头增加公用设施和公共区域的消毒频次，卫生间和洗手池配备消毒液，保持排风系统正常运行，定期对座椅等公用设施消毒。,Prevention_String,character
R3070404,水路客运预防措施4,水路客运预防措施,character
sR430,船舶出行前消毒,Prevention_String,character
sR431,有条件的船舶内部咨询台或服务台配备速干手消毒剂；船舶每次出行载客前应对船舱、驾驶台等重要场所表面进行清洁消毒。座椅套等纺织物应保持清洁，并定期洗涤、消毒处理,Prevention_String,character
R3070405,水路客运预防措施5,水路客运预防措施,character
sR432,注意通风,Prevention_String,character
sR433,船舶行驶过程中，应使用最大通风量；气温适合的，建议船舱开窗通风，保持室内空气流通。,Prevention_String,character
R3070406,水路客运预防措施6,水路客运预防措施,character
sR434,佩戴口罩注意遮挡,Prevention_String,character
sR435,乘客、船舶工作人员佩戴口罩，乘客保持安静、减少交流，打喷嚏时用纸巾遮住口鼻，或采用肘臂遮挡等。,Prevention_String,character
R3070407,水路客运预防措施7,水路客运预防措施,character
sR436,优化服务流程,Prevention_String,character
sR437,优化服务流程，简化餐食供应。,Prevention_String,character
R3070408,水路客运预防措施8,水路客运预防措施,character
sR438,船上配体温计并设置临时隔离区,Prevention_String,character
sR439,船舶宜配备手持体温检测仪、在适当位置设立应急区域，临时隔离出现发热、干呕等症状乘客。,Prevention_String,character
R3070409,水路客运预防措施9,水路客运预防措施,character
sR440,船舶配消毒剂,Prevention_String,character
sR441,船舶宜配备消毒剂；乘客呕吐时，采用消毒剂对呕吐物进行覆盖消毒，清除呕吐物再使用消毒剂进行物体表面消毒处理。,Prevention_String,character
R3070410,水路客运预防措施10,水路客运预防措施,character
sR442,增加卫生宣传,Prevention_String,character
sR443,在客运码头和船舶上通过广播、视频、海报等开展卫生防护知识宣传。,Prevention_String,character
R3070501,民航预防措施1,民航预防措施,character
sR444,分散就坐,Prevention_String,character
sR445,条件允许时，在乘客值机时，安排乘客隔位、分散就坐。,Prevention_String,character
R3070502,民航预防措施2,民航预防措施,character
sR446,进出港测量体温,Prevention_String,character
sR447,在机场增加体温测量设备，对进出港乘客进行体温检测，高于37.3℃的乘客应在应急区域进行暂时隔离，再按照其他相关规范要求进行处理。,Prevention_String,character
R3070503,民航预防措施3,民航预防措施,character
sR448,值机柜台配消毒用品,Prevention_String,character
sR449,值机柜台配备手消物品,Prevention_String,character
R3070504,民航预防措施4,民航预防措施,character
sR450,客舱消毒,Prevention_String,character
sR451,增加客舱乘客经常接触的客舱内物体表面、盥洗室等公用设施擦拭清洁消毒频次。座椅套等纺织物应保持清洁，并定期洗涤、消毒处理。,Prevention_String,character
R3070505,民航预防措施5,民航预防措施,character
sR452,注意通风,Prevention_String,character
sR453,检修保障候机厅和机舱空调系统正常，加强通风。航空器飞行过程中，在保障安全的前提下，加强通风；地面运行期间，使用APU系统的气源进行通气。,Prevention_String,character
R3070506,民航预防措施6,民航预防措施,character
sR454,佩戴口罩注意遮挡,Prevention_String,character
sR455,客舱乘务员佩戴口罩，可携带含醇类消毒湿巾。乘客佩戴口罩，保持安静、减少交流，打喷嚏时用纸巾遮住口鼻，或采用肘臂遮挡等。,Prevention_String,character
R3070507,民航预防措施7,民航预防措施,character
sR456,优化服务流程,Prevention_String,character
sR457,通过控制登机时间减少乘客在客舱等待时间。优化服务流程，简化餐食供应。,Prevention_String,character
R3070508,民航预防措施8,民航预防措施,character
sR458,机舱配体温计并设置临时隔离区,Prevention_String,character
sR459,机舱宜配备手持体温检测仪、在后舱设置应急区域，临时隔离出现发热、干呕等症状乘客。条件允许时，对发热乘客原座位周围前后左右排的乘客配发口罩，并禁止各舱位间人员流动。,Prevention_String,character
R3070509,民航预防措施9,民航预防措施,character
sR460,机舱配机载防疫包,Prevention_String,character
sR461,对乘客呕吐等状况，必要时使用机载防疫包，按程序进行操作。,Prevention_String,character
R3070510,民航预防措施10,民航预防措施,character
sR462,增加卫生知识宣传,Prevention_String,character
sR463,在候站楼电子屏、航空器客舱和座椅后面液晶屏等开展卫生防护知识宣传。,Prevention_String,character
R3070601,城市公共汽电车预防措施1,城市公共汽电车预防措施,character
sR464,降低车辆拥挤度,Prevention_String,character
sR465,根据客流情况，合理组织运力，降低车厢拥挤度。,Prevention_String,character
R3070602,城市公共汽电车预防措施2,城市公共汽电车预防措施,character
sR466,注意通风,Prevention_String,character
sR467,在自然气温、行驶速度等条件允许的情况下，尽量关闭车内空调，开窗通风。若使用空调系统，应增加清洗消毒频次。,Prevention_String,character
R3070603,城市公共汽电车预防措施3,城市公共汽电车预防措施,character
sR468,车辆出发前消毒,Prevention_String,character
sR469,车辆每次出行载客前应对车厢进行清洁消毒。,Prevention_String,character
R3070604,城市公共汽电车预防措施4,城市公共汽电车预防措施,character
sR470,佩戴口罩注意遮挡,Prevention_String,character
sR471,乘客、乘务员和驾驶员佩戴口罩，乘客保持安静、减少交流，打喷嚏时用纸巾遮住口鼻，或采用肘臂遮挡等。,Prevention_String,character
R3070605,城市公共汽电车预防措施5,城市公共汽电车预防措施,character
sR472,车辆配备消毒剂,Prevention_String,character
sR473,车辆宜配备消毒剂；乘客呕吐时，采用消毒剂对呕吐物进行覆盖消毒，清除呕吐物再使用消毒剂进行物体表面消毒处理。,Prevention_String,character
R3070606,城市公共汽电车预防措施6,城市公共汽电车预防措施,character
sR474,增加卫生知识宣传,Prevention_String,character
sR475,在车厢通过广播、视频、海报等开展卫生防护知识宣传。,Prevention_String,character
R3070701,城市轨道交通预防措施1,城市轨道交通预防措施,character
sR476,降低车辆拥挤度,Prevention_String,character
sR477,根据客流情况，合理组织运力，降低车厢拥挤度。,Prevention_String,character
R3070702,城市轨道交通预防措施2,城市轨道交通预防措施,character
sR478,进站前测体温,Prevention_String,character
sR479,在城市轨道交通站增加体温测量设备，对进站乘客进行体温检测，高于37.3℃的乘客应在应急区域进行暂时隔离，再按照其他相关规范要求进行处理。,Prevention_String,character
R3070703,城市轨道交通预防措施3,城市轨道交通预防措施,character
sR480,增加消毒频率,Prevention_String,character
sR481,增加城市轨道交通站公用设施和公共区域的消毒频次，卫生间和洗手池配备消毒液。站厅卫生间等公用设施配备速干手消毒剂，有条件时可配备感应式手消毒设施,Prevention_String,character
R3070704,城市轨道交通预防措施4,城市轨道交通预防措施,character
sR482,列车使用前消毒,Prevention_String,character
sR483,列车每次出行载客前应对车厢进行清洁消毒。,Prevention_String,character
R3070705,城市轨道交通预防措施5,城市轨道交通预防措施,character
sR484,保障通风系统正常,Prevention_String,character
sR485,加强设备巡检，保障站台和列车车厢通风系统正常运行。,Prevention_String,character
R3070706,城市轨道交通预防措施6,城市轨道交通预防措施,character
sR486,佩戴口罩注意遮挡,Prevention_String,character
sR487,乘客、与乘客接触的城市轨道交通运营服务人员佩戴口罩，乘客保持安静、减少交流，打喷嚏时用纸巾遮住口鼻，或采用肘臂遮挡等。,Prevention_String,character
R3070707,城市轨道交通预防措施7,城市轨道交通预防措施,character
sR488,列车配备消毒剂,Prevention_String,character
sR489,城市轨道交通站宜配备消毒剂，站内或到站列车上的乘客呕吐时，采用消毒剂对呕吐物进行覆盖消毒，清除呕吐物再使用消毒剂进行物体表面消毒处理。,Prevention_String,character
R3070708,城市轨道交通预防措施8,城市轨道交通预防措施,character
sR490,加强卫生知识宣传,Prevention_String,character
sR491,在城市轨道交通站厅和列车车厢通过广播、视频、海报等开展卫生防护知识宣传,Prevention_String,character
R3070801,出租汽车预防措施1,出租汽车预防措施,character
sR492,车辆每日内部消毒,Prevention_String,character
sR493,车辆每日出行载客前应对车辆内部进行清洁消毒。,Prevention_String,character
R3070802,出租汽车预防措施2,出租汽车预防措施,character
sR494,随车带消毒物品,Prevention_String,character
sR495,司机携带含醇类消毒湿巾，增加车门把手等部位的清洗消毒频次。,Prevention_String,character
R3070803,出租汽车预防措施3,出租汽车预防措施,character
sR496,注意通风,Prevention_String,character
sR497,在自然气温、行驶速度等条件允许的情况下，尽量关闭车内空调，开窗通风。,Prevention_String,character
R3070804,出租汽车预防措施4,出租汽车预防措施,character
sR498,佩戴口罩注意遮挡,Prevention_String,character
sR499,司机佩戴口罩，提醒车上的乘客佩戴口罩并减少交流，打喷嚏时用纸巾遮住口鼻，或采用肘臂遮挡等。,Prevention_String,character
R3070805,出租汽车预防措施5,出租汽车预防措施,character
sR500,车辆配备消毒剂,Prevention_String,character
sR501,车辆宜配备消毒剂；乘客呕吐时，采用消毒剂对呕吐物进行覆盖消毒，清除呕吐物再使用消毒剂进行物体表面消毒处理。,Prevention_String,character
R3070806,出租汽车预防措施6,出租汽车预防措施,character
sR502,增加卫生知识宣传,Prevention_String,character
sR503,通过车载广播、汽车座椅背面张贴宣传海报或提示性标语等方式开展卫生防护知识宣传.,Prevention_String,character
R3133,儿童预防措施3,儿童预防措施,character
sR504,若家长出现发热、干咳、咽痛等症状,Prevention_String,character
sR505,若家长出现发热、干咳、咽痛等症状时，应立刻隔离，避免与孩子继续接触，应将孩子交由其他人员照顾。,Prevention_String,character
