mapID,value,label,graph
character_dR48,2020-02-03,Character_Date,character
character_sR102,汉,Character_String,character
R481,2013年10月起，任高家镇英头村党支部书记。7年来，他为村上争取到中央、省上扶持集体经济项目资金100万元。,事迹,character
R482,2019年被评为“高家镇优秀党支部书记”。,事迹,character
R483,每天宣传防疫知识，看望隔离群众，开展返乡人员排查，汇总疫情,事件,character
R484,2019年12月30日，向外界发出防护预警，而被称为疫情“吹哨人”。,事迹,character
R485,抗击新型冠状病毒感染的肺炎疫情,事件,character
R486,武汉中心医院 眼科医生,履历,character
R487,疫情防控值班,事件,character
R488,1993年7月参加公安工作，历任长江航运公安局宜昌分局宜昌港客运派出所科员、秭归派出所副所长、治安管理支队副支队长、三峡船闸派出所副所长、巴东派出所教导员、治安管理支队支队长等职务。,事迹,character
R489,先后被评为“交通港航公安系统优秀人民警察”“湖北省青年岗位能手”等称号，荣立个人三等功3次,事迹,character
R49,《不明原因慢性咳嗽的病因分布及诊断程序的建立》,文章,character
character_dR49,2006-02-12,Character_Date,character
R490,春节值班和防控新型冠状病毒肺炎疫情,事件,character
R491,张继先,人物,character
character_sR103,湖北武汉,Character_String,character
character_sR104,女,Character_String,character
character_sR105,汉,Character_String,character
R492,呼吸系统疾病,领域,character
R493,中医学,领域,character
R494,预防医学与卫生学,领域,character
R495,2003年抗击“非典”，作为江汉区专家组的成员下到各个医院排查疑似者。,事件,character
R496,2019年12月27日，张继把这四个人的情况向业务院长夏文广、医院院感办和医务部作了汇报，医院立即上报给江汉区疾控中心。,事件,character
R498,2019年12月27日，张继先把这四个人的情况向业务院长夏文广、医院院感办和医务部作了汇报，医院立即上报给江汉区疾控中心。,事件,character
R50,《广东部分地区慢性阻塞性肺疾病发病状况调查》,文章,character
R509,《复方甲氧那明联合自拟宣肺止咳汤治疗亚急性咳嗽的疗效观察》,文章,character
character_dR50,2019-10-23,Character_Date,character
R51,《不明原因慢性咳嗽的诊断探讨》,文章,character
R510,《人造石英石作业工人肺功能检测结果分析》,文章,character
character_dR51,2019-10-15,Character_Date,character
R511,《职业性硬金属肺病1例报道》,文章,character
character_dR52,2018-07-16,Character_Date,character
R512,《噻托溴铵联合无创呼吸机治疗COPD合并Ⅱ型呼吸衰竭的效果及对患者血清TNF-α、IL-27、CRP和氧合功能的影响》,文章,character
character_dR53,2018-03-08,Character_Date,character
R513,《无创通气联合中医辨证治疗间质性肺炎的临床疗效及安全性》,文章,character
character_dR54,2017-10-25,Character_Date,character
R514,《气管镜在气管切开患者拔管中的应用》,文章,character
character_dR55,2017-07-25,Character_Date,character
R515,《布地奈德序贯吸入治疗咳嗽变异性哮喘的临床疗效及其对患者气道炎性反应的影响》,文章,character
character_dR56,2017-07-25,Character_Date,character
R516,《慢性阻塞性肺疾病急性加重患者接种流感疫苗和肺炎疫苗效果观察》,文章,character
character_dR57,2017-05-10,Character_Date,character
R517,《降钙素原检测在慢性阻塞性肺疾病急性加重期患者中的诊断价值》,文章,character
character_dR58,2016-11-25,Character_Date,character
R518,《利巴韦林注射液联合痰热清超声雾化治疗流感病毒感染致病毒性肺炎的临床疗效》,文章,character
character_dR59,2016-04-25,Character_Date,character
R519,《临床合理用药杂志》,期刊,character
R52,《 连花清瘟胶囊体外抗甲型流感病毒的实验研究》,文章,character
R520,《 中国预防医学杂志》,期刊,character
R521,《中国职业医学》,期刊,character
R522,《 中国当代医药》,期刊,character
R523,《 临床肺科杂志》,期刊,character
R524,《预防医学》,期刊,character
R525,《 临床合理用药杂志》,期刊,character
R527,范存愈,人物,character
R529,王一惠,人物,character
R53,《感冒后咳嗽敏感性及气道神经源性炎症改变》,文章,character
R531,吕隽,人物,character
R532,刘旭,人物,character
R535,王星翘,人物,character
R537,孙震,人物,character
R538,“不管怎么说，我们多穿一层，对自己防护就好一点。”,言论,character
R539,我从那个时候就认识到什么叫公共事件、什么叫群体事件。,言论,character
R54,《慢性阻塞性肺疾病在中国》,文章,character
R540,“医生看病，要问患者的住址、职业，这一下来了四个华南海鲜市场的，怎么会没有问题？“这就是SARS时期锻炼出来的思维。”,言论,character
R541,“医护工作者肩负着治病救人的使命。”,言论,character
R542,“尤其是要注意与病人的沟通方式，要尽量用病人听得懂的话语与他们交流，减轻他们的心理负担，形成良好的医患关系。”,言论,character
R543,2003年抗击”非典“，作为江汉区专家组的成员，下到各个医院排查疑似者。,事迹,character
R544,2020年12月28日、29日，及时把四人的情况向医院领导汇报，医院迅速上报江汉区疾控中心。武汉市疾控中心、金银潭医院和江汉区疾控中心前来，开始流行病学调查。,事迹,character
R545,1998年3月-2008年3月   浙江省卫生厅厅长、党组书记。,履历,character
R546,2005年至今  中国工程院院士,履历,character
R547,湖北武汉,城市,character
R549,鲁翔,人物,character
character_sR106,男,Character_String,character
R55,《临床路径释义 感染性疾病分册2018年版》,成果,character
R550,江苏援黄石医疗支援队,救援队,character
character_dR60,2020-02-11,Character_Date,character
R551,南京医科大学,机构,character
R552,南京医科大学附属逸夫医院,机构,character
R553,副校长,职务,character
R556,吴红辉,人物,character
character_sR107,男,Character_String,character
R557,江苏省卫健委,机构,character
R559,湖北省黄石市,城市,character
R56,武汉,城市,character
R560,谢宏超,人物,character
character_sR108,男,Character_String,character
R561,吴雷,人物,character
character_sR109,男,Character_String,character
R562,黄英姿,人物,character
character_sR110,女,Character_String,character
R563,蒋银珠,人物,character
character_sR111,女,Character_String,character
R564,魏瑜,人物,character
character_sR112,女,Character_String,character
R565,史志雪,人物,character
character_sR113,女,Character_String,character
R566,高娟,人物,character
character_sR114,女,Character_String,character
R567,徐婷婷,人物,character
character_sR115,女,Character_String,character
R568,王任重,人物,character
character_sR116,男,Character_String,character
R570,江苏省肿瘤医院,机构,character
R572,东南大学附属中大医院,机构,character
R574,南京市儿童医院,机构,character
R575,江苏省中医院,机构,character
R576,江苏省中医院呼吸科副主任,履历,character
R577,江苏省中医院呼吸科护士长,履历,character
R578,江苏省中医院护士,履历,character
R579,江苏省中医院重症医学科护士,履历,character
R58,深圳,城市,character
R580,南京市儿童医院感染性疾病科护士长、主管护师,履历,character
R581,东南大学附属中大医院副院长、重症医学专家,履历,character
R582,江苏省肿瘤医院护士,履历,character
R583,南京医科大学校长,履历,character
R584,南京医科大学附属逸夫医院院长,履历,character
R585,江苏省卫健委健康促进处处长,履历,character
R586,齐栩,人物,character
character_sR117,男,Character_String,character
R587,刘云,人物,character
character_sR118,男,Character_String,character
R588,吴超,人物,character
character_sR119,男,Character_String,character
R589,吴军伟,人物,character
character_sR120,男,Character_String,character
R59,新型肺炎,疾病,character
R590,第七批江苏援湖北医疗队,救援队,character
character_dR61,2020-02-13,Character_Date,character
R591,江苏省人民医院呼吸科主任医师,履历,character
R592,江苏省人民医院,机构,character
R593,江苏省人民医院副院长,履历,character
R595,南京鼓楼医院副院长、感染科专家,履历,character
R596,南京鼓楼医院,机构,character
R597,徐州贾汪区人民医院护士,履历,character
R598,徐州贾汪区人民医院,机构,character
R599,吴燕洁,人物,character
character_sR121,女,Character_String,character
R60, 重症急性呼吸综合征,疾病,character
R600,张为华,人物,character
character_sR122,女,Character_String,character
R601,罗月英,人物,character
character_sR123,女,Character_String,character
R602,重庆医疗队,救援队,character
character_dR62,2020-02-26,Character_Date,character
R603,湖北省孝感市,城市,character
R604,重庆市急救医疗中心肿瘤科护师,履历,character
R605,重庆市急救医疗中心肿瘤科,机构,character
R606,重庆医科大学附属第一医院,履历,character
R607,重庆医科大学附属第一医院护师,履历,character
R608,重庆医科大学附属第一医院,机构,character
R609,重庆医科大学附属第一医院妇科护士长,履历,character
R61,广东,城市,character
R610,李世龙,人物,character
character_sR124,男,Character_String,character
R611,西安国际医学中心医院,机构,character
R612,西安国际医学中心医院援鄂医疗队,救援队,character
character_dR63,2020-02-03,Character_Date,character
R613,谭锦柯,人物,character
character_sR125,女,Character_String,character
R614,陈旭,人物,character
character_sR126,男,Character_String,character
R615,吴峥明,人物,character
character_sR127,男,Character_String,character
R616,郝铁蛋,人物,character
character_sR128,男,Character_String,character
R617,卫晶,人物,character
character_sR129,女,Character_String,character
R618,李硕,人物,character
character_sR130,女,Character_String,character
R619,徐英辉,人物,character
character_sR131,男,Character_String,character
R62,组公关组组长,职务,character
R620,付雪莹,人物,character
R621,曹赛,人物,character
character_sR132,女,Character_String,character
R622,杨辉莉,人物,character
character_sR133,女,Character_String,character
R623,庄燕娟,人物,character
character_sR134,女,Character_String,character
R624,姜斐,人物,character
character_sR135,女,Character_String,character
R625,吴玲玲,人物,character
character_sR136,女,Character_String,character
R626,甘肃省第二人民医院骨科主管护师,履历,character
R627,甘肃省第二人民医院,机构,character
R628,甘肃省第二批援鄂护理专业医疗队,救援队,character
character_dR64,2020-02-04,Character_Date,character
R629,浙江大学医学院附属邵逸夫医院,机构,character
R63,专家组组长,职务,character
R630,浙江省对口支援湖北省荆门市首批医疗队,救援队,character
character_dR65,2020-02-12,Character_Date,character
R631,湖北省荆门市,城市,character
R632,浙江省德清县人民医院主治医师,履历,character
R633,浙江省德清县人民医院,机构,character
R635,山西白求恩医院护士,履历,character
R636,山西白求恩医院,机构,character
R637,山西省第三批驰援湖北医疗队,救援队,character
character_dR66,2020-02-05,Character_Date,character
R638,山西省第二批医疗队,救援队,character
character_dR67,2020-02-02,Character_Date,character
R639,天津医科大学总医院呼吸科医生,履历,character
R64,国家卫健委,机构,character
R640,天津医科大学总医院,机构,character
R641,天津医疗队,救援队,character
character_dR68,2020-01-26,Character_Date,character
R642,大连医科大学附属第一医院主任医师,履历,character
R643,大连医科大学附属第一医院,机构,character
R644,辽宁医疗队,救援队,character
character_dR69,2020-02-09,Character_Date,character
R645,北京大学国际医院急诊科医生,履历,character
R646,北京大学国际医院,机构,character
R647,北京大学国际医院支援湖北抗疫国家医疗队,救援队,character
character_dR70,2020-02-06,Character_Date,character
R648,南方医科大学南方医院医生,履历,character
R649,南方医科大学南方医院,机构,character
R65,研究所所长,职务,character
R650,广东首批支援湖北荆州应对新冠肺炎医疗队,救援队,character
character_dR71,2020-02-10,Character_Date,character
R651,湖北荆州,城市,character
R652,江西援助武汉医疗护理队,救援队,character
character_dR72,2020-02-04,Character_Date,character
R653,福州儿童医院,机构,character
R654,福州儿童医院普外科护师,履历,character
R655,福建省援助湖北护理专业医疗队,救援队,character
character_dR73,2020-02-04,Character_Date,character
R656,江苏省肿瘤医院重症监护室护士,履历,character
R657,江苏第三批医疗队,救援队,character
character_dR74,2020-02-02,Character_Date,character
R658,上海市奉贤区中心医院护士,履历,character
R659,上海市奉贤区中心医院,机构,character
R66,广州呼吸疾病研究所,机构,character
R660,上海医疗队,救援队,character
character_dR75,2020-01-27,Character_Date,character
R662,广州市八医院,城市,character
R664,黎毅敏,人物,character
character_sR137,男,Character_String,character
R665,余裕恒,人物,character
character_sR138,男,Character_String,character
R666,吴思敏,人物,character
character_sR139,女,Character_String,character
R667,广医附属第一医院主任医师，副院长,履历,character
R668,广医附属第一医院,机构,character
R669,广医附属第一医院重症医学科医生,履历,character
R67,广州医学院,机构,character
R670,广医附属第一医院重症医学科护士,履历,character
R671,广医支援市八医院医疗队,救援队,character
character_dR76,2020-02-07,Character_Date,character
R672,广医支援武汉医疗队,救援队,character
character_dR77,2020-02-07,Character_Date,character
R673,温德良,人物,character
character_sR140,男,Character_String,character
R674,蒋凌志,人物,character
character_sR141,男,Character_String,character
R675,陈维校,人物,character
character_sR142,男,Character_String,character
R676,黎江,人物,character
character_sR143,男,Character_String,character
R677,王玉丽,人物,character
character_sR144,男,Character_String,character
R678,高元妹,人物,character
character_sR145,女,Character_String,character
R679,毕赐成,人物,character
character_sR146,男,Character_String,character
R68,院长,职务,character
R680,段业英,人物,character
character_sR147,女,Character_String,character
R681,方向明,人物,character
character_sR148,男,Character_String,character
R682,李德富,人物,character
character_sR149,男,Character_String,character
R683,何欢,人物,character
character_sR150,男,Character_String,character
R684,冯国勇,人物,character
character_sR151,男,Character_String,character
R685,韦伊尔,人物,character
character_sR152,男,Character_String,character
R687,黄汝梁,人物,character
character_sR153,男,Character_String,character
R688,王镜成,人物,character
character_sR154,男,Character_String,character
R689,广医附属第二医院重症医学科副主任医师,履历,character
R69,党委书记,职务,character
R690,广医附属第二医院,机构,character
R691,广医附属第二医院副主任医师,履历,character
R692,广医附属第二医院医师,履历,character
R693,广医附属第二医院主管护师,履历,character
R694,广医附属第三医院呼吸与危重症医学科副主任医师,履历,character
R695,广医附属第三医院,机构,character
R696,广医附属第三医院重症医学科主管护师,履历,character
R697,广医附属第三医院重症医学科护师,履历,character
R698,广医附属第五医院呼吸内科主治医师,履历,character
R699,广医附属第五医院,机构,character
R70,中国工程院,机构,character
R700,广医附属第五医院主管护师,履历,character
R701,广医附属第五医院医师,履历,character
R702,广医附属第五医院护师,履历,character
R704,广医附属肿瘤医院重症医学科副主任医师,履历,character
R707,广医附属肿瘤医院主治医师,履历,character
R708,广医附属肿瘤医院	,机构,character
R71,院士,职务,character
R710,广医附属肿瘤医院主管护师,履历,character
R711,广医附属肿瘤医院护师,履历,character
R712,李仕成 ,人物,character
R713,广医,救援队,character
R714,汤灵玲,人物,character
character_sR155,女,Character_String,character
R715,朱梦飞,人物,character
character_sR156,男,Character_String,character
R716,张园园,人物,character
character_sR157,女,Character_String,character
R717,刘元春,人物,character
character_sR158,女,Character_String,character
R718,树兰（杭州）医院紧急医疗队,救援队,character
character_dR78,2020-02-01,Character_Date,character
R719,树兰（杭州）医院副院长,履历,character
R72,《转基因因子研究》,文章,character
R720,树兰（杭州）医院,机构,character
R721,树兰（杭州）医院监护室护士长,履历,character
R722,树兰（杭州）医院人工肝专科护士,履历,character
R723,张峰,人物,character
character_sR159,男,Character_String,character
R724,邵凌云,人物,character
character_sR160,女,Character_String,character
R725,张继明,人物,character
character_sR161,男,Character_String,character
R726,尹有宽,人物,character
character_sR162,男,Character_String,character
R727,施光峰,人物,character
character_sR163,男,Character_String,character
R728,秦艳丽,人物,character
character_sR164,女,Character_String,character
R729,陈明泉,人物,character
character_sR165,男,Character_String,character
R73,《创建防治结合型全科医学人才培养模式，推动社区卫生服务可持续发展》,文章,character
R730,朱利平,人物,character
character_sR166,男,Character_String,character
R731,徐肇玥,人物,character
character_sR167,女,Character_String,character
R732,蒋卫明,人物,character
character_sR168,男,Character_String,character
R733,翁心华,人物,character
character_sR169,女,Character_String,character
R734,卢洪洲,人物,character
character_sR170,男,Character_String,character
R735,卢清,人物,character
character_sR171,男,Character_String,character
R736,李宁,人物,character
character_sR172,男,Character_String,character
R737,黄玉仙,人物,character
character_sR173,男,Character_String,character
R738,章婉琴,人物,character
character_sR174,女,Character_String,character
R739,陈澍,人物,character
character_sR175,男,Character_String,character
R740,金嘉琳,人物,character
character_sR176,女,Character_String,character
R741,张舒,人物,character
character_sR177,女,Character_String,character
R742,吴吉芹,人物,character
character_sR178,女,Character_String,character
R743,黄翀,人物,character
character_sR179,男,Character_String,character
R744,郑建铭,人物,character
character_sR180,男,Character_String,character
R745,复旦大学附属华山医院感染科主治医师,履历,character
R746,复旦大学附属华山医院感染科主任医师,履历,character
R747,复旦大学附属华山医院感染科副主任医师,履历,character
R75,《SARS冠状病毒灭活疫苗及相关研究》,文章,character
R750,复旦大学附属华山医院感染科住院医师,履历,character
R751,周海兰,人物,character
character_sR181,女,Character_String,character
R752,张建生,人物,character
character_sR182,男,Character_String,character
R753,李霞,人物,character
character_sR183,女,Character_String,character
R754,柏涛,人物,character
character_sR184,男,Character_String,character
R755,武汉金银潭医院,机构,character
R756,武汉金银潭医院感染科副主任医师,履历,character
R757,武汉金银潭医院感染科主治医师,履历,character
R758,凌瑞杰,人物,character
character_sR185,男,Character_String,character
R76,《哮喘及气道高反应性》,文章,character
R760,余贻汉,人物,character
character_sR186,男,Character_String,character
R761,尹琴,人物,character
character_sR187,女,Character_String,character
R762,肖显俊,人物,character
character_sR188,男,Character_String,character
R763,张静,人物,character
character_sR189,女,Character_String,character
R764,杨洁,人物,character
character_sR190,女,Character_String,character
R765,何聪,人物,character
character_sR191,男,Character_String,character
R766,梅丽,人物,character
character_sR192,女,Character_String,character
R767,谢姣,人物,character
character_sR193,女,Character_String,character
R768,李松明,人物,character
character_sR194,女,Character_String,character
R769,李凤琴,人物,character
character_sR195,女,Character_String,character
R77,《应用siRNA策略研制预防和治疗SARS疾病特效药动物实验》,文章,character
R770,湖北省中西医结合医院呼吸与危重症医学科主任医师,履历,character
R771,湖北省中西医结合医院,机构,character
R772,湖北省中西医结合医院呼吸与危重症医学科副主任医师,履历,character
R773,湖北省中西医结合医院呼吸与危重症医学科住院医师,履历,character
R774,湖北省中西医结合医院呼吸与危重症医学科主治医师,履历,character
R775,《H7N9禽流感病毒裂解佐剂(MF59)疫苗的长期免疫原性研究》,文章,character
character_dR79,2019-09-11,Character_Date,character
R776,《人体微生态与感染性疾病的研究进展》,文章,character
character_dR80,2017-07-28,Character_Date,character
R777,《我国感染病学发展战略研究》,文章,character
character_dR81,2017-04-15,Character_Date,character
R778,《人体微生态与健康和疾病》,文章,character
character_dR82,2017-04-01,Character_Date,character
R779,徐辉,人物,character
character_sR196,江苏宜兴,Character_String,character
character_sR197,女,Character_String,character
character_dR83,2020-02-07,Character_Date,character
character_dR84,1968-04-01,Character_Date,character
character_sR198,汉,Character_String,character
R78,《慢性咳嗽的病因诊断程序、发病机制及其治疗研究》,文章,character
R780,从事医院新冠病毒防治工作,事件,character
R781,江苏宜兴,城市,character
R783,南京市中医院  党委委员、副院长,履历,character
R784,新型冠状病毒感染的肺炎防治指挥部  小组组长,履历,character
R785,江苏省中西医结合学会围产分会  委员,履历,character
R786,黄和艳,人物,character
character_sR199,女,Character_String,character
character_dR85,2020-02-02,Character_Date,character
character_dR86,1977-09-01,Character_Date,character
character_sR200,汉,Character_String,character
R787,"走访排查群众，开展疫情防控宣传,保障营上村村民生命安全和身体健康",事件,character
R788,贵州省黔南州贵定县云雾镇社区综合服务中心  干部,履历,character
R789,云雾镇营上村同步小康驻村工作队  队员,履历,character
R79,《GD微型最高呼气流速仪》,文章,character
R790,镇妇联  兼职副主席,履历,character
R791,2020年2月18日，全国妇联决定追授黄和艳同志为“全国三八红旗手”称号,事迹,character
R792,2020年2月18日，全国妇联决定追授徐辉同志为“全国三八红旗手”称号,事迹,character
R793,钟淑卿,人物,character
R794,何梦章,人物,character
R795,朱彤,人物,character
R796,朱礼星,人物,character
R797,冉丕鑫,人物,character
R798,王小平,人物,character
R80,广州,城市,character
R801,《H7N9禽流感病毒裂解佐剂(MF59)疫苗的长期免疫原性研究》,文章,character
R802,严人,人物,character
R803,江慧勇,人物,character
R804,张伯礼,人物,character
R805,徐建国,人物,character
R806,杜维波,人物,character
R807,肖永红,人物,character
R808,马伟杭,人物,character
R809,张建中,人物,character
R81,北京,城市,character
R810,张俊华,人物,character
R811,石鼎,人物,character
R812,《浅表淋巴结细针穿刺涂片及培养快速确诊马尔尼菲青霉菌病》,文章,character
character_dR87,2017-10-26,Character_Date,character
R813,《中国艾滋病性病》,期刊,character
R814,陈蓉,人物,character
R815,阮连国,人物,character
R816,张立新,人物,character
R817,万利霞,人物,character
R818,刘婷,人物,character
R819,《 艾滋病合并浆母细胞淋巴瘤1例》,文章,character
character_dR88,2019-05-26,Character_Date,character
R82,人名卫生出版社,机构,character
R820,《中国艾滋病性病 》,期刊,character
R821,《 武汉市≥50岁HIV/AIDS病人抗病毒治疗效果分析》,文章,character
character_dR89,2019-11-26,Character_Date,character
R822,刘建忠,人物,character
R823,刘薇,人物,character
R824,罗燕和,人物,character
R825,余晓丽,人物,character
R826,刘莉,人物,character
R827,王先广,人物,character
R83,中国协和医科大学出版社,机构,character
R84,赖克方,人物,character
R85,陈如冲,人物,character
R86,"刘春丽,",人物,character
R87,李德容,人物,character
R88,《中华结核和呼吸杂志》,期刊,character
R89,《华医学杂志 》,期刊,character
R90,《中药新药与临床药理 》,期刊,character
R91,《中国实用内科杂志》,期刊,character
R92,《中国临床药理学与治疗学》,期刊,character
R93,《中国微生态学杂志》,期刊,character
R94,《微生物学免疫学进展》,期刊,character
R95,《 病毒学报. 》,期刊,character
R96,《中国发明与专利》,期刊,character
R97,《生命科学》,期刊,character
R98,《 中国工程科学》,期刊,character
R99,《 微生物学报》,期刊,character
