entity:ID,name,:LABEL
e1292,C42H84N14O36S3,Concept Entity
e1293,Spore,Concept Entity
e1294,诺卡氏放线菌,Concept Entity
e1295,有对辅助细胞作用有对B细胞作用,Concept Entity
e1296,透明的胶状物,Concept Entity
e1297,Immunofluorescence,Concept Entity
e1298,褐色固氮菌、活泼固氮菌,Concept Entity
e1299,增加免疫力,Concept Entity
e1300,Xn,Concept Entity
e1301,2岁内小儿发病率最高,Concept Entity
e1302,菌根类型之一,Concept Entity
e1303,发烧、乏力、全身酸痛等,Concept Entity
e1304,细菌感染引起,Concept Entity
e1305,流感,Concept Entity
e1306,防止病原体播散到社会中等,Concept Entity
e1307,红铆钉菇属,Concept Entity
e1308,稳定期,Concept Entity
e1309,治疗埃博拉病毒患者,Concept Entity
e1310,结核性腹膜炎,Concept Entity
e1311,几内亚比绍,Concept Entity
e1312,主要通过飞沫经呼吸道传播,Concept Entity
e1313,D-氨基葡萄糖；氨基葡萄糖；D-氨糖硫酸,Concept Entity
e1314,转基因土豆,Concept Entity
e1315,可根据特殊要求提供相应的服务,Concept Entity
e1316,抵抗T病毒而设计有益处微生物,Concept Entity
e1317,Rhizopus,Concept Entity
e1318,生命科学理论和生物技术,Concept Entity
e1319,近距离飞沫传播或接触患者呼吸道分泌物传播,Concept Entity
e1320,常由细菌、病毒等感染所致,Concept Entity
e1321,维持生理稳定,Concept Entity
e1322,genophore,Concept Entity
e1323,细菌类疫苗,Concept Entity
e1324,细腰亚目,Concept Entity
e1325,机体免疫活性细胞代谢异常,Concept Entity
e1326,urethritis,Concept Entity
e1327,这一类群和相关类群的菌所知不多,Concept Entity
e1328,《工作细胞》,Concept Entity
e1329,拟病毒、类病毒和病毒粒子,Concept Entity
e1330,假肽聚糖,Concept Entity
e1331,肝炎病毒,Concept Entity
e1332,规范名称为芽胞,Concept Entity
e1333,71751-41-2,Concept Entity
e1334,clostridium,Concept Entity
e1335,生理盐水,Concept Entity
e1336,异养菌,Concept Entity
e1337,Candidal,Concept Entity
e1338,1937年8月,Concept Entity
e1339,有传染性,Concept Entity
e1340,梭菌属（Clostridium）,Concept Entity
e1341,由真菌（霉菌）感染引起,Concept Entity
e1342,阴部或肛周水疱，疼痛，发热、头痛、乏力等,Concept Entity
e1343,效应细胞,Concept Entity
e1344,56-89-3,Concept Entity
e1345,hepatosis,Concept Entity
e1346,患有多种疾病正在服用药物的人群谨慎服用,Concept Entity
e1347,内孢霉目,Concept Entity
e1348,1980年五月,Concept Entity
e1349,165℃,Concept Entity
e1350,甲烷微菌,Concept Entity
e1351,Skuse，1894,Concept Entity
e1352,肝功能试验,Concept Entity
e1353,216.6,Concept Entity
e1354,炭疽疫苗,Concept Entity
e1355,复制,Concept Entity
e1356,纳豆,Concept Entity
e1357,联合免疫缺陷病,Concept Entity
e1358,抗生素相关性肠炎,Concept Entity
e1359,假单胞菌,Concept Entity
e1360,温血动物的消化道内,Concept Entity
e1361,血管内皮细胞,Concept Entity
e1362,tracheitis,Concept Entity
e1363,HgO,Concept Entity
e1364,颤藻科,Concept Entity
e1365,artinus,Concept Entity
e1366,Kupffer,Concept Entity
e1367,lungabscess,Concept Entity
e1368,anaerobic,Concept Entity
e1369,氢氧化钙,Concept Entity
e1370,2010年04月,Concept Entity
e1371,无色澄清发烟液体,Concept Entity
e1372,发热、毒血症症状、淋巴结肿大、肺炎、出血,Concept Entity
e1373,中国农业种植区皆有分布,Concept Entity
e1374,英语、韩语、法语,Concept Entity
e1375,serum,Concept Entity
e1376,为接种卡介苗提供依据,Concept Entity
e1377,三氯化磷,Concept Entity
e1378,《明日之后》,Concept Entity
e1379,几丁质,Concept Entity
e1380,葡萄糖阻遏,Concept Entity
e1381,人类医学、环境、农业食粮等,Concept Entity
e1382,疼痛,Concept Entity
e1383,bt毒蛋白,Concept Entity
e1384,为放线菌,Concept Entity
e1385,鸡汤,Concept Entity
e1386,-33.046℃,Concept Entity
e1387,丙型病毒性肝炎,Concept Entity
e1388,贫齿类,Concept Entity
e1389,疱疹,Concept Entity
e1390,ABO,Concept Entity
e1391,强化企业的造血机能,Concept Entity
e1392,天行健君子自强不息；地势坤君子以厚德载物,Concept Entity
e1393,处理污废水,Concept Entity
e1394,小单孢菌,Concept Entity
e1395,200-370-5,Concept Entity
e1396,insertion,Concept Entity
e1397,基质,Concept Entity
e1398,C35H38Cl2N8O4,Concept Entity
e1399,酶标仪,Concept Entity
e1400,抑菌作用,Concept Entity
e1401,一次突发的停电和偶然的错误,Concept Entity
e1402,cryoglobulinemia,Concept Entity
e1403,土壤生物学,Concept Entity
e1404,净化吸入空气,Concept Entity
e1405,中性粒细胞,Concept Entity
e1406,复合氨基酸,Concept Entity
e1407,传染病流行,Concept Entity
e1408,2018年5月5日,Concept Entity
e1409,C11H12Cl2N2O5,Concept Entity
e1410,多粘菌素E,Concept Entity
e1411,冷颤、高热、出汗、昏晕、呕吐等,Concept Entity
e1412,巴斯德效应,Concept Entity
e1413,《中华人民共和国职业病防治法》,Concept Entity
e1414,评价人群健康状况,Concept Entity
e1415,呼吸道炎症,Concept Entity
e1416,老年人，慢性呼吸道疾病、糖尿病患者，未接种卡介疫苗者,Concept Entity
e1417,儿童、青少年期,Concept Entity
e1418,物理、化学等因素,Concept Entity
e1419,16,Concept Entity
e1420,2014年西非埃博拉病毒疫情,Concept Entity
e1421,1888年，,Concept Entity
e1422,Cefuroxim,Concept Entity
e1423,V1.0、V1.1、V1.2、V1.3、V1.4,Concept Entity
e1424,2015年当选中国工程院院士,Concept Entity
e1425,中性粒细胞课,Concept Entity
e1426,4～19天,Concept Entity
e1427,线虫动物,Concept Entity
e1428,橙黄色针状或柱状结晶,Concept Entity
e1429,输注异种血清,Concept Entity
e1430,Moniliasis,Concept Entity
e1431,37摄氏度,Concept Entity
e1432,森脑病毒,Concept Entity
e1433,裂殖酵母,Concept Entity
e1434,茄族,Concept Entity
e1435,α-变形杆菌纲和β-变形杆菌纲,Concept Entity
e1436,IgG、IgM、IgA,Concept Entity
e1437,辅助性T细胞,Concept Entity
e1438,银耳、木耳、香菇、猴头菇,Concept Entity
e1439,肝活检,Concept Entity
e1440,E=OD=a×b×c,Concept Entity
e1441,186.22,Concept Entity
e1442,4个,Concept Entity
e1443,分子病毒学,Concept Entity
e1444,霍乱肠毒素,Concept Entity
e1445,12期,Concept Entity
e1446,232-668-6,Concept Entity
e1447,香港脚、脚气,Concept Entity
e1448,中央、省和地方,Concept Entity
e1449,脆弱类杆菌,Concept Entity
e1450,漳州站、角美站、漳浦站、云霄站、诏安站、南靖站、龙山镇站等,Concept Entity
e1451,克里奥尔语,Concept Entity
e1452,湖北省武汉市,Concept Entity
e1453,双孢蘑菇,Concept Entity
e1454,生物胺,Concept Entity
e1455,长骨,Concept Entity
e1456,真兽亚纲 Eutheria,Concept Entity
e1457,cerebral,Concept Entity
e1458,A群链球菌产生的一种外毒素,Concept Entity
e1459,土壤、水、垃圾、腐败有机物,Concept Entity
e1460,16开,Concept Entity
e1461,央视创造传媒有限公司,Concept Entity
e1462,蔷薇目,Concept Entity
e1463,头痛,Concept Entity
e1464,水中,Concept Entity
e1465,2013年9月18日,Concept Entity
e1466,北美芽生菌病,Concept Entity
e1467,体外方法和体内方法,Concept Entity
e1468,寒战、高热、乏力、头痛、四肢及腰背部酸痛,Concept Entity
e1469,性交；胎盘,Concept Entity
e1470,密切接触者,Concept Entity
e1471,环丝氨酸,Concept Entity
e1472,thrush,Concept Entity
e1473,2003年当选为中国工程院院士,Concept Entity
e1474,Polymyxin,Concept Entity
e1475,17α-羟基黄体酮,Concept Entity
e1476,微生物的活体,Concept Entity
e1477,儿科、感染科,Concept Entity
e1478,11.0,Concept Entity
e1479,细胞培养技术,Concept Entity
e1480,号,Concept Entity
e1481,以分生孢子进行无性繁殖,Concept Entity
e1482,肠道沙门氏菌,Concept Entity
e1483,215.63,Concept Entity
e1484,类白色无定形物质，无臭、无味,Concept Entity
e1485,是根据载体的遗传特征筛选重组,Concept Entity
e1486,accessory,Concept Entity
e1487,辅助性T细胞、效应T细胞等,Concept Entity
e1488,有持续轻重不等的腹痛、腹泻等,Concept Entity
e1489,假丝酵母菌属,Concept Entity
e1490,冠状病毒,Concept Entity
e1491,Hexose,Concept Entity
e1492,糖浆,Concept Entity
e1493,conidium,Concept Entity
e1494,Formicidae,Concept Entity
e1495,氯化磷(III),Concept Entity
e1496,绿色植物的叶的部份,Concept Entity
e1497,15～42℃,Concept Entity
e1498,免疫（人体生理功能）,Concept Entity
e1499,Semi-solid,Concept Entity
e1500,ESI（ESI（基本科学指标数据库））,Concept Entity
e1501,吴波,Concept Entity
e1502,葡萄糖效应,Concept Entity
e1503,溃疡性口炎，疱疹性口炎，药物过敏性口炎，念珠菌口角炎,Concept Entity
e1504,不同病原体引起不同的性病，如梅毒、淋病、生殖道沙眼衣原体感染、尖锐湿疣、生殖器疱疹等，临床表现不同,Concept Entity
e1505,将破碎的小麦粒踩成方砖型,Concept Entity
e1506,1398-61-4,Concept Entity
e1507,神经精神毒素,Concept Entity
e1508,正常的细胞基因组,Concept Entity
e1509,trichomonas,Concept Entity
e1510,食母生,Concept Entity
e1511,毕赤酵母,Concept Entity
e1512,蓟马,Concept Entity
e1513,1000个,Concept Entity
e1514,酶免疫组织化学技术,Concept Entity
e1515,1995年,Concept Entity
e1516,毒蕈,Concept Entity
e1517,苏黎士大学,Concept Entity
e1518,HBV抗原、抗体检测,Concept Entity
e1519,后天形成,Concept Entity
e1520,敏感性皮肤,Concept Entity
e1521,发热、头痛、咳嗽,Concept Entity
e1522,chorionic,Concept Entity
e1523,毛茛目,Concept Entity
e1524,中国工程院院士（1996年当选）,Concept Entity
e1525,酶联免疫吸附剂测定,Concept Entity
e1526,具有ATP酶的活性,Concept Entity
e1527,HSV,Concept Entity
e1528,固氮菌、解磷菌、解钾菌、酵母菌,Concept Entity
e1529,寄生虫（生物）,Concept Entity
e1530,植物蛋白或细菌产物,Concept Entity
e1531,曙红,Concept Entity
e1532,灭菌剂、高效消毒剂,Concept Entity
e1533,病原体在节肢动物体内经历发育或繁殖地阶段,Concept Entity
e1534,非洲,Concept Entity
e1535,甲、乙、丙三类,Concept Entity
e1536,慢性传染病,Concept Entity
e1537,petroprotein,Concept Entity
e1538,jūnmiáo,Concept Entity
e1539,百日咳,Concept Entity
e1540,好氧性固氮菌,Concept Entity
e1541,可产生抗生素等，用于污水处理等,Concept Entity
e1542,乳头状瘤病毒,Concept Entity
e1543,预防疾病、促进康复等,Concept Entity
e1544,replicative,Concept Entity
e1545,人类霍乱的病原体,Concept Entity
e1546,175.19,Concept Entity
e1547,胆囊管梗阻，细菌感染，化学性因素等,Concept Entity
e1548,微生物培养，发酵工程等生物工程,Concept Entity
e1549,丹麦,Concept Entity
e1550,理工科,Concept Entity
e1551,营养菌丝体,Concept Entity
e1552,黑化包被反应,Concept Entity
e1553,可再生性、低污染性等,Concept Entity
e1554,产毒力强的破伤风梭菌,Concept Entity
e1555,肠微绒毛病变,Concept Entity
e1556,过滤除菌,Concept Entity
e1557,被动免疫治疗,Concept Entity
e1558,堆肥,Concept Entity
e1559,Reye,Concept Entity
e1560,杨维中,Concept Entity
e1561,Worm,Concept Entity
e1562,Alexander,Concept Entity
e1563,详见正文,Concept Entity
e1564,antigenicity,Concept Entity
e1565,乙肝表面抗体,Concept Entity
e1566,生活不规律、抽烟、喝酒者,Concept Entity
e1567,鼻涕,Concept Entity
e1568,滴抗生素眼药水及搽药膏,Concept Entity
e1569,热毒素,Concept Entity
e1570,RNA型病毒,Concept Entity
e1571,多瘤病毒、SV4,Concept Entity
e1572,麻风分枝杆菌,Concept Entity
e1573,刚果（金）,Concept Entity
e1574,扁桃体红肿,Concept Entity
e1575,stratum,Concept Entity
e1576,继发于脚癣，多始于一侧手指间或鱼际；手掌局部有边界明显的红斑脱屑，皮肤干燥破裂；瘙痒,Concept Entity
e1577,糖类、醛类等,Concept Entity
e1578,由脊髓灰质炎病毒引起,Concept Entity
e1579,人体免疫细胞,Concept Entity
e1580,immunoglobulin,Concept Entity
e1581,敏感菌所致的急性咽炎、急性扁桃体炎,Concept Entity
e1582,病毒,Concept Entity
e1583,可引起不安、飘浮感、口周感觉异常,Concept Entity
e1584,世界各地,Concept Entity
e1585,0.5～0.9μm×1.2～6.0μm,Concept Entity
e1586,发酵品,Concept Entity
e1587,Volvariella,Concept Entity
e1588,奴佛卡因,Concept Entity
e1589,大洋底部的高压热溢口、热泉、盐碱湖等,Concept Entity
e1590,枯萎病,Concept Entity
e1591,活细胞能发生质壁分离而死等,Concept Entity
e1592,无芽孢，革兰氏染色阴性,Concept Entity
e1593,Cycloserine,Concept Entity
e1594,因呼吸道感染引起,Concept Entity
e1595,自然地理学,Concept Entity
e1596,28,Concept Entity
e1597,无色溶血环,Concept Entity
e1598,菌株,Concept Entity
e1599,甄永苏,Concept Entity
e1600,螨类,Concept Entity
e1601,腹痛、腹泻与便秘、腹部包块、倦怠、消瘦、贫血等,Concept Entity
e1602,豕苓、粉猪苓、野猪粪、地乌桃、猪茯苓、猪灵芝、猳猪矢、豕槖,Concept Entity
e1603,施用方便、药效稳定,Concept Entity
e1604,3条,Concept Entity
e1605,排泄物传播,Concept Entity
e1606,犬,Concept Entity
e1607,肛肠科,Concept Entity
e1608,F.,Concept Entity
e1609,黄曲菌、黄曲霉、黄曲霉与黄曲霉,Concept Entity
e1610,15-30μm,Concept Entity
e1611,螺旋菌,Concept Entity
e1612,有效疫苗对易感人群,Concept Entity
e1613,最低抑菌浓度,Concept Entity
e1614,为任何可诱发免疫反应的物质,Concept Entity
e1615,生物科学技术,Concept Entity
e1616,味蕾,Concept Entity
e1617,急性纵隔炎,Concept Entity
e1618,载体,Concept Entity
e1619,用于治疗HⅣ-1感染,Concept Entity
e1620,颂通终末消毒机器人,Concept Entity
e1621,抗原及抗体,Concept Entity
e1622,444.45,Concept Entity
e1623,meso-2,Concept Entity
e1624,生活环境,Concept Entity
e1625,血清型,Concept Entity
e1626,食品等,Concept Entity
e1627,结构简单，大多是单细胞,Concept Entity
e1628,侧耳、北风菌、秀珍菇,Concept Entity
e1629,无性型真菌,Concept Entity
e1630,羊肚菌（食用菌）,Concept Entity
e1631,胃肠道症状，发热，眼睑水肿和肌肉疼痛,Concept Entity
e1632,diarrhea,Concept Entity
e1633,口腔霉菌感染所致,Concept Entity
e1634,Streptokinase,Concept Entity
e1635,结核病,Concept Entity
e1636,Verrucomicrobia,Concept Entity
e1637,polyporus,Concept Entity
e1638,护士长,Concept Entity
e1639,蓝藻，蓝绿藻,Concept Entity
e1640,Flaviviridae,Concept Entity
e1641,解旋酶,Concept Entity
e1642,形成机制,Concept Entity
e1643,Glans,Concept Entity
e1644,豹斑毒伞、满天星(四川)、白籽麻菌(四川、广西)、斑毒伞,Concept Entity
e1645,aerobic,Concept Entity
e1646,主要用于过敏性与炎症性疾病,Concept Entity
e1647,2010年2月,Concept Entity
e1648,接合菌纲,Concept Entity
e1649,唾液,Concept Entity
e1650,鬼笔目,Concept Entity
e1651,上皮细胞,Concept Entity
e1652,急性蜂窝织炎,Concept Entity
e1653,癌症,Concept Entity
e1654,4级,Concept Entity
e1655,微生物生长曲线,Concept Entity
e1656,C63H88CoN14O14P,Concept Entity
e1657,朗读者第二季,Concept Entity
e1658,乳酶生,Concept Entity
e1659,饴糖（饴糖）,Concept Entity
e1660,世界广布,Concept Entity
e1661,手术、放化疗,Concept Entity
e1662,site-specific,Concept Entity
e1663,核芯，皮层，芽孢壳，芽孢外壁,Concept Entity
e1664,Immunoglobulin,Concept Entity
e1665,经肺入侵而感染人体,Concept Entity
e1666,主要为鼻部症状，如喷嚏、鼻塞、流清水样鼻涕,Concept Entity
e1667,抗组蛋白抗体,Concept Entity
e1668,疟原虫属,Concept Entity
e1669,病犬和带毒犬,Concept Entity
e1670,吞噬异物、坏死和衰老的组织,Concept Entity
e1671,鳞片状或针状结晶,Concept Entity
e1672,变形杆菌属,Concept Entity
e1673,病原携带者,Concept Entity
e1674,sleep,Concept Entity
e1675,鞭毛菌亚门,Concept Entity
e1676,是指安全隔离分级的最高等级,Concept Entity
e1677,佐剂,Concept Entity
e1678,过敏性紫癜,Concept Entity
e1679,起肿块,Concept Entity
e1680,感染乙型肝炎病毒所致,Concept Entity
e1681,烟草病毒病,Concept Entity
e1682,鼻塞，喷嚏，流涕，发热，咳嗽，头痛,Concept Entity
e1683,160℃2-4小时被破坏,Concept Entity
e1684,可遗传性和可识别性,Concept Entity
e1685,Chlamydiapneumoniae，Cpn,Concept Entity
e1686,安息香酸钠,Concept Entity
e1687,氯四环素，金黴素,Concept Entity
e1688,抗原性漂移,Concept Entity
e1689,结合抗原，清除人体异物,Concept Entity
e1690,咳喘,Concept Entity
e1691,口腔黏膜,Concept Entity
e1692,无色气体，有甜味。,Concept Entity
e1693,类胡萝卜素,Concept Entity
e1694,细菌、真菌、原生生物及病毒,Concept Entity
e1695,新型冠状病毒肺炎,Concept Entity
e1696,贫血。皮疹、腹泻、胃肠道出血等,Concept Entity
e1697,自然变异,Concept Entity
e1698,干酵母,Concept Entity
e1699,0.96,Concept Entity
e1700,病原微生物防止侵入细胞,Concept Entity
e1701,attenuatedvaccine,Concept Entity
e1702,Cephalosporins,Concept Entity
e1703,混合性皮肤,Concept Entity
e1704,消化道传染病,Concept Entity
e1705,70～110个,Concept Entity
e1706,人虱传播,Concept Entity
e1707,麦长管蚜、禾谷缢管蚜、麦二叉蚜等,Concept Entity
e1708,Dane颗粒,Concept Entity
e1709,pseudohypha,Concept Entity
e1710,膜翅目,Concept Entity
e1711,硝化细菌群,Concept Entity
e1712,植物防御素或者植物抗毒素,Concept Entity
e1713,mianyi,Concept Entity
e1714,L-Glu-(L-Glu)n-L-Glu,Concept Entity
e1715,应用广谱抗生素，皮质类固醇激素,Concept Entity
e1716,colony,Concept Entity
e1717,Bacilli,Concept Entity
e1718,C22H22F3N,Concept Entity
e1719,厌氧活性污泥法和厌氧生物膜法,Concept Entity
e1720,血清型和分泌型,Concept Entity
e1721,150-155°C,Concept Entity
e1722,Actinomycin D,Concept Entity
e1723,组织培养技术,Concept Entity
e1724,是微生物生长一类营养物,Concept Entity
e1725,甲型病毒性肝炎,Concept Entity
e1726,烈性噬菌体,Concept Entity
e1727,变形细菌门,Concept Entity
e1728,ascosporarum,Concept Entity
e1729,antinuclear,Concept Entity
e1730,1915399,Concept Entity
e1731,进食含葡萄球菌肠毒素污染的食物,Concept Entity
e1732,重组疫苗,Concept Entity
e1733,首次发现于鸟类腔上囊（bursa,Concept Entity
e1734,蚊为传播媒介,Concept Entity
e1735,氧氟沙星,Concept Entity
e1736,BOD,Concept Entity
e1737,69.00,Concept Entity
e1738,inflammation,Concept Entity
e1739,可造成人或动物感染疾病的微生物,Concept Entity
e1740,绵羊,Concept Entity
e1741,细菌光合作用或化能合成作用,Concept Entity
e1742,2016,Concept Entity
e1743,呈杆状,Concept Entity
e1744,penicillamine,Concept Entity
e1745,咽部的扁桃体、增殖体等,Concept Entity
e1746,ultraviolet,Concept Entity
e1747,精细操作,Concept Entity
e1748,steam,Concept Entity
e1749,1931.11.10,Concept Entity
e1750,宋真宗时代,Concept Entity
e1751,菌落,Concept Entity
e1752,卫生防疫站,Concept Entity
e1753,晚期恶性肿瘤、孕妇等,Concept Entity
e1754,灵芝（多孔菌科真菌灵芝的子实体）,Concept Entity
e1755,杀菌机,Concept Entity
e1756,β一果聚糖酶，2，l－d一果聚糖水解酶（ec3．2．l）,Concept Entity
e1757,PHA,Concept Entity
e1758,UN2811,Concept Entity
e1759,助体病毒,Concept Entity
e1760,thermostat,Concept Entity
e1761,自生固氮菌,Concept Entity
e1762,《新编人兽共患病学》,Concept Entity
e1763,青霉素G,Concept Entity
e1764,Humoral,Concept Entity
e1765,阔叶林下表土，腐殖质，动物粪便，落叶层等,Concept Entity
e1766,衣壳,Concept Entity
e1767,25%-50%酒精擦浴,Concept Entity
e1768,红曲科,Concept Entity
e1769,碗、筷、碟、勺,Concept Entity
e1770,脲原体属,Concept Entity
e1771,195℃/开杯,Concept Entity
e1772,生态工程,Concept Entity
e1773,128600（2019年）,Concept Entity
e1774,传染科,Concept Entity
e1775,抗重茬菌剂,Concept Entity
e1776,急性肾盂肾炎,Concept Entity
e1777,dry,Concept Entity
e1778,生物,Concept Entity
e1779,浙江、黑龙江、吉林、福建、台湾、湖北、广东、广西、四川、贵州,Concept Entity
e1780,陆地、海洋和人类活动,Concept Entity
e1781,Graft,Concept Entity
e1782,1.270,Concept Entity
e1783,Firmicutes,Concept Entity
e1784,伞菌亚门,Concept Entity
e1785,体温常在39℃以上，通常上午较下午低，体温渐退或骤退,Concept Entity
e1786,硝酸、五氧化二氮、硝酸钠+硫酸,Concept Entity
e1787,Bronchial,Concept Entity
e1788,主持研制了我军第一代三军共用的战术通信网,Concept Entity
e1789,RNA聚合酶,Concept Entity
e1790,异养需氧型,Concept Entity
e1791,静脉血3ml，加人25ul肝素抗凝,Concept Entity
e1792,自然免疫的原理,Concept Entity
e1793,老年人、重症患者、免疫功能低下及外科大手术后患者,Concept Entity
e1794,siRNA,Concept Entity
e1795,PTGS,Concept Entity
e1796,变形菌门 Proteobacteria,Concept Entity
e1797,203-768-7,Concept Entity
e1798,flagellum,Concept Entity
e1799,复合物,Concept Entity
e1800,5.1,Concept Entity
e1801,高恒,Concept Entity
e1802,毒力,Concept Entity
e1803,溶液剂,Concept Entity
e1804,孢子形成,Concept Entity
e1805,bacteria,Concept Entity
e1806,大肠菌群,Concept Entity
e1807,伴随免疫,Concept Entity
e1808,植物型和动物型,Concept Entity
e1809,生长因子,Concept Entity
e1810,C2HCl3,Concept Entity
e1811,伊丽莎白,Concept Entity
e1812,大部分被吞到肚子里,Concept Entity
e1813,agglutination,Concept Entity
e1814,过氧化氢酶试验,Concept Entity
e1815,biomimetic,Concept Entity
e1816,患有疾病的婴儿粪便标本,Concept Entity
e1817,亲和素主要包括卵白亲合素,Concept Entity
e1818,大茴香，唛角,Concept Entity
e1819,Adeasy系统和AdMax系统,Concept Entity
e1820,由皮炎芽生菌引起的,Concept Entity
e1821,blastomycosis,Concept Entity
e1822,尿道口红肿、发痒，有低下刺痛,Concept Entity
e1823,Recombinant,Concept Entity
e1824,二孔、四孔、六孔、八孔,Concept Entity
e1825,武汉加油,Concept Entity
e1826,vaccination,Concept Entity
e1827,柯斯质粒载体,Concept Entity
e1828,河南、河北、内蒙古及东北等地。,Concept Entity
e1829,NaNO2,Concept Entity
e1830,HIV-1（人类免疫缺陷I型病毒）,Concept Entity
e1831,白纹伊蚊,Concept Entity
e1832,平均直径为7微米,Concept Entity
e1833,犰狳亚科，倭犰狳亚科,Concept Entity
e1834,庞蒂亚克热，军团菌肺炎,Concept Entity
e1835,主要是好氧呼吸,Concept Entity
e1836,度米芬,Concept Entity
e1837,paraphysis,Concept Entity
e1838,化学,Concept Entity
e1839,治疗方法,Concept Entity
e1840,血凝法、放免法及免放法,Concept Entity
e1841,肋膜炎,Concept Entity
e1842,λ噬菌体,Concept Entity
e1843,环境工程,Concept Entity
e1844,毁灭罹病部分,Concept Entity
e1845,青壮年，男性,Concept Entity
e1846,高热，下腹痛，腰痛等,Concept Entity
e1847,细菌门,Concept Entity
e1848,表现人群心理状态,Concept Entity
e1849,可能是内源性引起的,Concept Entity
e1850,慢性咳嗽、咳大量脓痰和反复咯血等,Concept Entity
e1851,比细菌大得多，高倍镜可看到,Concept Entity
e1852,尘螨,Concept Entity
e1853,清洁牙齿的用品,Concept Entity
e1854,鼻塞、多涕、嗅觉下降、头痛、头昏等症状,Concept Entity
e1855,脱氢酶,Concept Entity
e1856,心理应激,Concept Entity
e1857,育肥猪,Concept Entity
e1858,产褥热,Concept Entity
e1859,FN,Concept Entity
e1860,10多种,Concept Entity
e1861,迟发型超敏反应,Concept Entity
e1862,痧子,Concept Entity
e1863,表位,Concept Entity
e1864,哈尔滨医科大学,Concept Entity
e1865,偶数系,Concept Entity
e1866,10.00元/期；60.00元/年,Concept Entity
e1867,18～65岁人群,Concept Entity
e1868,可卡因,Concept Entity
e1869,免疫复合物病,Concept Entity
e1870,寨卡病毒,Concept Entity
e1871,宿主细胞膜融合机制,Concept Entity
e1872,Burkholderia,Concept Entity
e1873,Escherichiacoli,Concept Entity
e1874,蛋白疫苗,Concept Entity
e1875,Other,Concept Entity
e1876,分为同宗配合和异宗配合两类,Concept Entity
e1877,吸附蛋白，融合蛋白等,Concept Entity
e1878,马兴铭、丁剑冰,Concept Entity
e1879,2018年麻疹疫情,Concept Entity
e1880,黄色短杆菌,Concept Entity
e1881,塑料接种环,Concept Entity
e1882,急性鼻炎,Concept Entity
e1883,真兽亚纲,Concept Entity
e1884,孢子纲,Concept Entity
e1885,研究真菌科学,Concept Entity
e1886,胆汁性肝硬化,Concept Entity
e1887,中心法则,Concept Entity
e1888,小儿营养不良,Concept Entity
e1889,甘肃临洮,Concept Entity
e1890,杀毒、烹饪等,Concept Entity
e1891,冬虫夏草素,Concept Entity
e1892,造血系统有严重不良反应,Concept Entity
e1893,全体、重点、公共卫生三级,Concept Entity
e1894,伞状部分,Concept Entity
e1895,7758-98-7,Concept Entity
e1896,genomic,Concept Entity
e1897,黑热病原虫,Concept Entity
e1898,抗淋巴细胞免疫球蛋白,Concept Entity
e1899,荧光抗体技术,Concept Entity
e1900,生活在土壤中的微生物、动植物,Concept Entity
e1901,对HBV感染产生特异性免疫,Concept Entity
e1902,病毒病,Concept Entity
e1903,破伤风毒素,Concept Entity
e1904,脸色青紫，全身抽动，呼吸不规则，吐出奶液或泡沫,Concept Entity
e1905,dacryocystisis,Concept Entity
e1906,十二指肠球部,Concept Entity
e1907,carrier,Concept Entity
e1908,培养碟,Concept Entity
e1909,非洲猪瘟病毒,Concept Entity
e1910,肠道菌群失调,Concept Entity
e1911,调理素作用,Concept Entity
e1912,大32开,Concept Entity
e1913,蜱总科,Concept Entity
e1914,缺铁,Concept Entity
e1915,黑粉菌科和腥黑粉菌科,Concept Entity
e1916,蚜虫,Concept Entity
e1917,2019年埃博拉疫情,Concept Entity
e1918,一般红晕平均直径在0.5-2.5厘米,Concept Entity
e1919,依赖于小范围同源序列的联会,Concept Entity
e1920,640千字,Concept Entity
e1921,兽用级,Concept Entity
e1922,生长现象,Concept Entity
e1923,痰多,Concept Entity
e1924,甲型H1N1流感,Concept Entity
e1925,冠状病毒科,Concept Entity
e1926,基因突变、染色体畸变,Concept Entity
e1927,粗细混食，荤素混食，合理搭配,Concept Entity
e1928,粪-口或呼吸道,Concept Entity
e1929,歌手,Concept Entity
e1930,痢疾杆菌,Concept Entity
e1931,年幼、年老体弱者,Concept Entity
e1932,Methanogenus,Concept Entity
e1933,革兰阳性球菌,Concept Entity
e1934,协同作用,Concept Entity
e1935,Dictyostelium,Concept Entity
e1936,农药,Concept Entity
e1937,有细胞壁、膜、质、核,Concept Entity
e1938,伯杰氏系统细菌学手册,Concept Entity
e1939,犰狳科,Concept Entity
e1940,儿科、中医科,Concept Entity
e1941,免疫应答基因,Concept Entity
e1942,γ-变形菌纲(Gammaproteobacteria),Concept Entity
e1943,中国医药集团有限公司,Concept Entity
e1944,脾,Concept Entity
e1945,腹泻、腹痛、恶心、低热。,Concept Entity
e1946,保护性杀菌剂，内吸性杀菌剂,Concept Entity
e1947,核酸(RNA),Concept Entity
e1948,氯化亚铜,Concept Entity
e1949,维生素A,Concept Entity
e1950,肾内科,Concept Entity
e1951,粪质稀薄，含有异常成分者,Concept Entity
e1952,IFN,Concept Entity
e1953,根瘤菌目,Concept Entity
e1954,vascular,Concept Entity
e1955,fission,Concept Entity
e1956,鳄梨日斑类病毒科,Concept Entity
e1957,动鞭毛亚纲,Concept Entity
